"Booking No","Ticket Type","Ticket Count","Ticket Amount","Processing Fee","Ticket Fee","Platform Fee","Agent Fee","Discount Amount","Grand Total","Payment Status","Booking Status","Event Name","Organizer","Venue","Created Date","Stripe Revenue","Eventox Revenue","Organizer Revenue","Refund Amount","Actions"
"EV1769825688303QWWGWY","Family of 4 (2 Adult + 2 Child)","4","142","3.83","6","8","0","0","159.83","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T02:14:48.309Z","4.62","13.21","142","0",""
"EV1769825707425MY1U5Z","Family of 4 (2 Adult + 2 Child)","4","142","3.83","6","8","0","0","159.83","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T02:15:07.430Z","4.62","13.21","142","0",""
"EV17698257138676VDEDN","Family of 4 (2 Adult + 2 Child)","4","142","3.83","6","8","0","0","159.83","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T02:15:13.871Z","4.62","13.21","142","0",""
"EV1769830116297CQSJ70","Adult","3","144","3.89","4.5","6","0","14.4","143.98999999999998","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T03:28:36.304Z","4.19","10.2","129.6","0",""
"EV176983357086237OH8Z","Family of 4 (2 Adult + 2 Child)","4","142","3.83","6","8","0","0","159.83","failed","failed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T04:26:10.869Z","4.62","13.21","142","0",""
"EV17698482123097YM331","Adult","2","96","2.59","3","4","0","0","105.59","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T08:30:12.316Z","3.15","6.44","96","0",""
"EV17698878167958ZEE9J","Adult","2","96","2.59","3","4","0","0","105.59","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T19:30:16.804Z","3.15","6.44","96","0",""
"EV17698957426728UTD05","Adult","2","96","2.59","3","4","0","9.600000000000001","95.99000000000001","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T21:42:22.695Z","2.89","6.7","86.4","0",""
"EV1769897586082VI45VB","Family of 4 (2 Adult + 2 Child)","5","190","5.13","7.5","10","0","0","212.63","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T22:13:06.114Z","6.04","16.59","190","0",""
"EV1769898254175BHOIPD","Adult","6","238","6.43","9","12","0","0","265.43","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-01-31T22:24:14.200Z","7.47","19.96","238","0",""
"EV1769906831881TE79VD","Executive Adult","4","232","6.26","6","8","0","0","252.26","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T00:47:11.915Z","7.11","13.15","232","0",""
"EV1769914612952RTHJT5","Executive Adult","2","116","3.13","3","4","0","0","126.13","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T02:56:52.983Z","3.71","6.42","116","0",""
"EV1769915106572FRN0RE","Family of 4 (2 Adult + 2 Child)","4","142","3.83","6","8","0","0","159.83","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T03:05:06.578Z","4.62","13.21","142","0",""
"EV17699264091718RDIV3","Executive Family of 4 (2 Adult + 2 Child)","4","152","4.1","6","8","0","0","170.1","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T06:13:29.204Z","4.89","13.21","152","0",""
"EV17699264373306WXVHD","Executive Family of 4 (2 Adult + 2 Child)","4","152","4.1","6","8","0","0","170.1","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T06:13:57.353Z","4.89","13.21","152","0",""
"EV1769927115450XFNAUE","Executive Family of 4 (2 Adult + 2 Child)","4","152","4.1","6","8","0","0","170.1","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T06:25:15.480Z","4.89","13.21","152","0",""
"EV17699272383096MJAUD","Executive Family of 4 (2 Adult + 2 Child)","4","152","4.1","6","8","0","0","170.1","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T06:27:18.343Z","4.89","13.21","152","0",""
"EV1769929954041AIQL8H","Executive Adult","2","116","3.13","3","4","0","0","126.13","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T07:12:34.074Z","3.71","6.42","116","0",""
"EV1769932246417DPEVJN","Executive Family of 4 (2 Adult + 2 Child)","4","152","4.1","6","8","0","0","170.1","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T07:50:46.454Z","4.89","13.21","152","0",""
"EV1769935523947NNC1FC","Executive Adult","6","323","8.72","9","12","0","0","352.72","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T08:45:23.975Z","9.82","19.9","323","0",""
"EV1769943681254H0PQHJ","Adult","2","96","2.59","3","4","0","9.600000000000001","95.99000000000001","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T11:01:21.299Z","2.89","6.7","86.4","0",""
"EV1769947037025KY8KD8","Adult","1","48","1.3","1.5","2","0","4.800000000000001","48","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-01T11:57:17.057Z","1.6","3.2","43.2","0",""
"EV1769993190097PVAHGJ","Executive Adult","2","116","3.13","3","4","0","11.600000000000001","114.53","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-02T00:46:30.131Z","3.39","6.74","104.4","0",""
"EV1770003318362JE4O14","First Release","1","20","0.56","0.5","0","0","0","21.06","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-02T03:35:18.386Z","0.87","0.19","20","0",""
"EV1770008047972DM0YZ5","Student Ticket Phase 2","3","87","2.35","1.5","0","0","0","90.85","refunded","refunded","BEYOND BORDERS WORLD TOUR 2026 – VEDAN LIVE","PakkaLocal NZ","","2026-02-02T04:54:08.011Z","2.75","1.1","87","90.85",""
"EV1770014459471N13FRE","Adult","4","192","5.18","6","8","0","19.200000000000003","191.98000000000002","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-02T06:40:59.511Z","5.48","13.7","172.8","0",""
"EV1770027628157TQSQZS","Adult","1","48","1.3","1.5","2","0","7.199999999999999","45.599999999999994","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-02T10:20:28.202Z","1.53","3.27","40.8","0",""
"EV1770030374682WHGT5G","Executive Family of 4 (2 Adult + 2 Child)","4","152","4.1","6","8","0","0","170.1","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-02T11:06:14.714Z","4.89","13.21","152","0",""
"EV1770079606211F05SHY","Executive Family of 4 (2 Adult + 2 Child)","10","475","12.83","15","20","0","43.5","479.3299999999999","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T00:46:46.247Z","13.24","34.59","431.5","0",""
"EV1770088703844OOJLJP","Executive Adult","4","207","5.59","6","8","0","0","226.59","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T03:18:23.887Z","6.42","13.17","207","0",""
"EV1770090597277AXLE01","Group of 10 (Adult)","10","400","10.8","15","20","0","0","445.8","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T03:49:57.317Z","12.34","33.46","400","0",""
"EV17700913768676LQ1IP","Child (5-12 years)","1","32","0.86","1.5","2","0","3.2","33.16","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T04:02:56.896Z","1.2","3.16","28.8","0",""
"EV17700965975205UEDZJ","Executive Adult","2","116","3.13","3","4","0","11.600000000000001","114.53","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T05:29:57.527Z","3.39","6.74","104.4","0",""
"EV1770099422139J6Z2S6","Executive Adult","1","58","1.57","1.5","2","0","0","63.07","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T06:17:02.146Z","2","3.07","58","0",""
"EV1770099816431IWU1SS","Executive Adult","6","298","8.05","9","12","0","0","327.05","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T06:23:36.456Z","9.13","19.92","298","0",""
"EV17701007637409YN2LA","Adult","1","48","1.3","1.5","2","0","4.800000000000001","48","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T06:39:23.762Z","1.6","3.2","43.2","0",""
"EV1770101023921JLF1YL","VIP Complimentary","4","0","0","0","0","0","0","0","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T06:43:43.959Z","0","0","0","0",""
"EV1770103568134RC70F4","Adult","1","48","1.3","1.5","2","0","7.199999999999999","45.599999999999994","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T07:26:08.168Z","1.53","3.27","40.8","0",""
"EV1770106428728P59JG2","Group of 10 (Adult)","10","400","10.8","15","20","0","20","425.8","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T08:13:48.735Z","11.8","34","380","0",""
"EV177011399603768UUBU","Executive Family of 4 (2 Adult + 2 Child)","5","210","5.67","7.5","10","0","0","233.17","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T10:19:56.064Z","6.6","16.57","210","0",""
"EV17701141716610YJMRS","Executive Family of 4 (2 Adult + 2 Child)","5","210","5.67","7.5","10","0","0","233.17","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T10:22:51.682Z","6.6","16.57","210","0",""
"EV177014735369286XOAZ","Executive Adult","3","174","4.7","4.5","6","0","26.099999999999998","163.1","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T19:35:53.734Z","4.7","10.5","147.9","0",""
"EV1770152808572NK0H36","Executive Adult","1","58","1.57","1.5","2","0","0","63.07","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T21:06:48.612Z","2","3.07","58","0",""
"EV17701538909805JMF2U","Executive Adult","1","58","1.57","1.5","2","0","5.800000000000001","57.269999999999996","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T21:24:50.984Z","1.85","3.22","52.2","0",""
"EV17701572663423KVA65","Executive Adult","2","116","3.13","3","4","0","0","126.13","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-03T22:21:06.384Z","3.71","6.42","116","0",""
"EV17701638381284CYOC2","Student Ticket Phase 2","2","60","1.62","1","0","0","0","62.62","expired","expired","BEYOND BORDERS WORLD TOUR 2026 – VEDAN LIVE","PakkaLocal NZ","","2026-02-04T00:10:38.168Z","1.99","0.63","60","0",""
"EV1770163937055ECL3AU","Student Ticket Phase 2","2","60","1.62","1","0","0","0","62.62","refunded","refunded","BEYOND BORDERS WORLD TOUR 2026 – VEDAN LIVE","PakkaLocal NZ","","2026-02-04T00:12:17.082Z","1.99","0.63","60","62.62",""
"EV1770171732256POCEND","Early Bird","1","0","0","0","0","0","0","0","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-04T02:22:12.292Z","0","0","0","0",""
"EV1770171881231BB0QSJ","Early Bird","1","0","0","0","0","0","0","0","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-04T02:24:41.255Z","0","0","0","0",""
"EV1770171960916FU5LHL","Early Bird","1","0","0","0","0","0","0","0","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-04T02:26:00.955Z","0","0","0","0",""
"EV1770172022318NDVEEU","Early Bird","1","0","0","0","0","0","0","0","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-04T02:27:02.350Z","0","0","0","0",""
"EV17701721303979KSFNL","Early Bird","1","0","0","0","0","0","0","0","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-04T02:28:50.442Z","0","0","0","0",""
"EV17701721768292P84Z6","Early Bird","1","0","0","0","0","0","0","0","paid","confirmed","Happiness Projekt","Agape Records","","2026-02-04T02:29:36.861Z","0","0","0","0",""
"EV177017471489715P97S","Executive Adult","4","232","6.26","6","8","0","0","252.26","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T03:11:54.946Z","7.11","13.15","232","0",""
"EV177018164147809F64U","Family of 4 (2 Adult + 2 Child)","8","284","7.67","12","16","0","0","319.67","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T05:07:21.520Z","8.93","26.74","284","0",""
"EV1770181796964N185XR","Family of 4 (2 Adult + 2 Child)","8","284","7.67","12","16","0","0","319.67","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T05:09:56.999Z","8.93","26.74","284","0",""
"EV1770183676067I2AXD5","General Admission Phase 2","2","62","1.67","1","0","0","0","64.67","refunded","refunded","BEYOND BORDERS WORLD TOUR 2026 – VEDAN LIVE","PakkaLocal NZ","","2026-02-04T05:41:16.103Z","2.05","0.62","62","64.67",""
"EV1770189196049KGUWKI","Executive Adult","3","174","4.7","4.5","6","0","26.099999999999998","163.1","expired","expired","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T07:13:16.083Z","4.7","10.5","147.9","0",""
"EV1770189252397C2X7MW","Executive Adult","3","174","4.7","4.5","6","0","26.099999999999998","163.1","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T07:14:12.431Z","4.7","10.5","147.9","0",""
"EV1770190950919VO4RWJ","Executive Adult","3","174","4.7","4.5","6","0","0","189.2","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T07:42:30.954Z","5.41","9.79","174","0",""
"EV17701938028483KGDBM","Executive Adult","3","174","4.7","4.5","6","0","26.099999999999998","163.1","paid","confirmed","Shelz Media & Karnival Lights Presents  Kripa Financial Solutions Vineeth Sreenivasan Live NZ-2026","Karnival Lights and Shelz Media
","","2026-02-04T08:30:02.855Z","4.7","10.5","147.9","0",""
